Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Region,City,Category,Sub-Category,Product Name,Quantity,Discount,Sales,Profit
ORD-2031878,2024-12-24,2024-12-28,Standard Class,CUST-00790,Joseph Brown,Corporate,east,New York,Furnitur ,Furnishings,Furnishings Item 18,2,0.1,593.1,84.11
ORD-2023868,2025-04-13,2025-04-16,Standard Class,CUST-00452,Jessica Miller,Consumer,South,Nashville,Office  Supplies,Paper,Paper Item 36,10,0.0,690.0,198.71
ORD-2028623,2024-02-18,2024-02-23,First Class,CUST-00744,John Jones,Corporate,WEST,Seattle,Furniture,Tables,Tables Item 11,8,0.1,3160.94,312.32
ORD-2023185,2024-05-24,2024-05-29,Standard Class,CUST-00651,Patricia Garcia,Corporate,WEST,San Francisco,Furnitur ,Bookcases,Bookcases Item 16,4,0.0,455.76,180.76
ORD-2024154,2025-12-14,2025-12-17,Standard Class,CUST-00228,Charles Johnson,Consumer,Central,Detroit,Tech,Copiers,Copiers Item 74,9,0.0,9866.52,2059.24
ORD-2026582,2025-08-13,2025-08-17,Standard Class,CUST-00002,Karen Wilson,Home Office,South,Charlotte,technology,Copiers,Copiers Item 75,6,0.15,734.86,142.06
ORD-2024673,2024-05-05,2024-05-07,Second Class,CUST-00721,Daniel Lopez,Corporate,EAST,New York,Office Supplies,Paper,Paper Item 35,5,0.1,522.94,60.0
ORD-2032353,2024-10-06,2024-10-09,Standard Class,CUST-00047,Paul Anderson,Home Office,WEST,Los Angeles,Technology,Phones,Phones Item 53,3,0.0,3234.48,783.07
ORD-2031601,2025-09-07,2025-09-11,Standard Class,CUST-00063,Mary Davis,Home Office,WEST,Los Angeles,furniture,Furnishings,Furnishings Item 23,2,0.0,1683.6,259.08
ORD-2024774,2025-02-15,2025-02-20,Standard Class,CUST-00356,Joseph Jackson,Consumer,South,Nashville,furniture,Tables,Tables Item 10,3,0.0,2227.53,994.77
ORD-2031946,2024-11-06,2024-11-11,Second Class,CUST-00088,Chris Davis,Consumer,West,Los Angeles,FURNITURE,Tables,Tables Item 7,4,0.0,3342.32,1461.67
ORD-2032562,2024-03-10,2024-03-12,Standard Class,CUST-00740,Robert Johnson,Corporate,South,Charlotte,TECHNOLOGY,Machines,Machines Item 61,1,0.2,251.04,62.87
ORD-2023622,2023-05-21,2023-05-23,Standard Class,CUST-00712,Joseph Jones,Consumer,Central,Detroit,furniture,Furnishings,Furnishings Item 22,6,0.2,787.39,210.21
ORD-2028564,2024-02-03,2024-02-10,Standard Class,CUST-00540,David Jackson,Consumer,east,Newark,technology,Phones,Phones Item 59,7,0.0,3657.08,1131.96
ORD-2026170,2025-01-20,2025-01-27,First Class,CUST-00032,Richard Anderson,Corporate,East,Boston,Furnitur ,Tables,Tables Item 9,8,0.2,4357.25,-50.04
ORD-2027135,2025-09-11,2025-09-18,Standard Class,CUST-00003,Elizabeth Martin,Corporate,Centrl,Houston,Office Supplies,Binders,Binders Item 30,11,0.0,1295.69,323.9
ORD-2031106,2025-08-08,2025-08-13,Standard Class,CUST-00103,Karen Jackson,Home Office,South,Atlanta,Office  Supplies,Binders,Binders Item 30,9,0.1,954.1,360.62
ORD-2028104,2025-03-02,2025-03-05,Standard Class,CUST-00499,Barbara White,Consumer,South,Miami,Furnitur ,Bookcases,Bookcases Item 16,3,0.2,273.46,5.01
ORD-2025320,2024-12-04,2024-12-09,Second Class,CUST-00528,Nancy Lee,Home Office,East,Boston,Furniture,Furnishings,Furnishings Item 23,8,0.0,6734.4,2043.74
ORD-2030447,2024-07-29,2024-07-31,Second Class,CUST-00057,Betty Jackson,Home Office,Central,Chicago,technology,Phones,Phones Item 55,7,0.0,2481.29,751.9
ORD-2023381,2023-09-06,2023-09-13,Standard Class,CUST-00279,John Lopez,Consumer,EAST,Newark,TECHNOLOGY,Copiers,Copiers Item 73,11,0.0,3080.88,808.39
ORD-2029679,2025-07-14,2025-07-18,First Class,CUST-00004,Elizabeth Moore,Consumer,WEST,San Francisco,Office  Supplies,Binders,Binders Item 28,8,0.4,135.26,-43.23
ORD-2027862,2025-10-11,2025-10-13,Second Class,CUST-00762,Richard Hernandez,Corporate,Centrl,Dallas,Furniture,Furnishings,Furnishings Item 20,3,0.2,1067.11,288.35
ORD-2027544,2025-02-27,2025-03-03,Second Class,CUST-00457,Paul Garcia,Corporate,EAST,New York,TECHNOLOGY,Phones,Phones Item 58,3,0.15,3308.75,438.89
ORD-2024804,2024-05-05,2024-05-09,Standard Class,CUST-00326,Nancy Jones,Consumer,East,Philadelphia,FURNITURE,Bookcases,Bookcases Item 17,11,0.0,4173.4,1788.71
ORD-2026033,2025-06-14,2025-06-16,Standard Class,CUST-00150,Patricia Williams,Consumer,east,New York,Office Supplies,Binders,Binders Item 26,9,0.4,11.45,-2.99
ORD-2028381,2024-04-18,2024-04-20,Second Class,CUST-00681,Robert Gonzalez,Consumer,Central,Dallas,office supplies,Binders,Binders Item 30,7,0.0,824.53,312.0
ORD-2025461,2024-07-29,2024-08-03,Standard Class,CUST-00420,Daniel Smith,Consumer,Central,Houston,OfficeSupplies,Labels,Labels Item 50,10,0.3,768.46,-150.36
ORD-2026897,2025-07-29,2025-07-31,Standard Class,CUST-00466,Jessica Lee,Home Office,South,Atlanta,office supplies,Binders,Binders Item 25,4,0.4,82.56,-0.22
ORD-2030926,2024-12-14,2024-12-18,Second Class,CUST-00425,Patricia Martinez,Corporate,WEST,Seattle,Furniture,Tables,Tables Item 8,6,0.1,569.21,158.43
ORD-2029578,2025-01-10,2025-01-14,Standard Class,CUST-00491,Nancy Jackson,Consumer,south,Nashville,TECHNOLOGY,Phones,Phones Item 57,10,0.0,14805.6,3537.62
ORD-2029649,2025-02-14,2025-02-21,Standard Class,CUST-00132,Patricia Lopez,Corporate,Centrl,Dallas,OfficeSupplies,Storage,Storage Item 40,8,0.0,168.0,64.27
ORD-2026915,2024-09-12,2024-09-19,Second Class,CUST-00397,Sarah Jones,Consumer,EAST,Newark,FURNITURE,Bookcases,Bookcases Item 14,11,0.0,4660.92,1120.14
ORD-2030400,2025-05-08,2025-05-13,Standard Class,CUST-00253,Thomas Lee,Corporate,EAST,Newark,FURNITURE,Tables,Tables Item 7,1,0.0,835.58,273.02
ORD-2026672,2025-11-10,2025-11-15,Standard Class,CUST-00257,Richard Garcia,Home Office,Centrl,Detroit,furniture,Bookcases,Bookcases Item 14,5,0.0,2118.6,435.97
ORD-2026834,2025-06-29,2025-07-02,First Class,CUST-00186,Sarah Smith,Corporate,west,San Francisco,technology,Phones,Phones Item 56,10,0.0,2568.8,673.01
ORD-2023461,2023-05-07,2023-05-09,,CUST-00472,John Anderson,Consumer,SOUTH,,furniture,Tables,Tables Item 6,5,,1486.65,
ORD-2032188,2025-05-01,2025-05-04,Same Day,CUST-00703,James Lee,Corporate,east,Philadelphia,Furnitur ,Tables,Tables Item 11,11,0.15,4104.84,439.69
ORD-2032467,2025-08-27,2025-09-01,Standard Class,CUST-00420, Daniel Smith  ,Consumer,central,Dallas,TECHNOLOGY,Machines,Machines Item 66,7,0.0,9448.88,3352.01
ORD-2026248,2023-11-20,2023-11-27,Standard Class,CUST-00274,Jessica Lopez,Corporate,South,Charlotte,Office  Supplies,Binders,Binders Item 26,11,0.0,23.32,7.77
ORD-2024200,2025-02-14,2025-02-21,Standard Class,CUST-00634,Jessica Jones,Home Office,West,Seattle,TECHNOLOGY,Machines,Machines Item 65,6,0.0,8986.32,3486.18
ORD-2028839,2024-07-28,2024-08-02,Standard Class,CUST-00410,Betty Hernandez,Home Office,East,New York,Furnitur ,Furnishings,Furnishings Item 21,7,0.0,2288.23,462.29
ORD-2025092,2024-06-24,2024-06-26,Standard Class,CUST-00182,Elizabeth Smith,Consumer,east,New York,Technology,Phones,Phones Item 53,11,0.15,10080.8,71.09
ORD-2026403,2025-05-16,2025-05-18,Standard Class,CUST-00654,Robert Jackson,Consumer,South,Atlanta,office supplies,Storage,Storage Item 42,11,0.0,495.99,130.16
ORD-2023186,2023-11-16,2023-11-23,Same Day,CUST-00554,Nancy Martin,Consumer,West,Los Angeles,office supplies,Paper,Paper Item 34,5,0.0,598.25,150.88
ORD-2027614,2024-12-11,2024-12-16,Standard Class,CUST-00180,Elizabeth Hernandez,Consumer,Central,Chicago,OfficeSupplies,Art,Art Item 48,5,0.0,201.4,50.37
ORD-2031517,2024-11-20,2024-11-23,Standard Class,CUST-00771,Joseph Davis,Consumer,central,Houston,Office Supplies,Labels,Labels Item 52,3,0.0,329.55,145.12
ORD-2026464,2025-04-22,2025-04-24,Standard Class,CUST-00624,Thomas Anderson,Consumer,WEST,Los Angeles,Furniture,Furnishings,Furnishings Item 21,9,0.0,2942.01,1066.07
ORD-2030357,2024-12-10,2024-12-12,First Class,CUST-00326,Nancy Jones,Consumer,EAST,Boston,TECHNOLOGY,Machines,Machines Item 66,9,0.0,12148.56,4037.69
ORD-2028789,2023-06-15,2023-06-20,Standard Class,CUST-00766,Charles Johnson,Home Office,South,Charlotte,OfficeSupplies,Binders,Binders Item 26,7,0.0,14.84,2.83
ORD-2025217,2025-08-20,2025-08-22,Standard Class,CUST-00352,James Hernandez,Consumer,EAST,Philadelphia,OfficeSupplies,Binders,Binders Item 30,4,0.0,471.16,199.78
ORD-2024696,2024-09-07,2024-09-14,First Class,CUST-00556,Betty Wilson,Home Office,central,Dallas,FURNITURE,Bookcases,Bookcases Item 15,10,0.3,1651.44,264.47
ORD-2026179,2025-11-14,2025-11-19,First Class,CUST-00361,Thomas White,Corporate,south,Charlotte,FURNITURE,Furnishings,Furnishings Item 22,1,0.0,164.04,60.04
ORD-2023093,2025-06-10,2025-06-13,Second Class,CUST-00040,John Brown,Corporate,central,Detroit,Office  Supplies,Storage,Storage Item 42,5,0.0,225.45,67.39
ORD-2025563,2025-02-07,2025-02-14,Standard Class,CUST-00730,William Hernandez,Home Office,central,Houston,Furniture,Tables,Tables Item 10,1,0.0,742.51,256.08
ORD-2032289,2024-10-24,2024-10-27,Same Day,CUST-00464,Robert Garcia,Corporate,west,Los Angeles,Office Supplies,Storage,Storage Item 44,2,0.0,161.38,32.88
ORD-2027122,2023-10-10,2023-10-14,Standard Class,CUST-00472,John Anderson,Consumer,South,Nashville,technology,Accessories,Accessories Item 72,9,0.3,8466.76,-1229.76
ORD-2023634,2024-04-12,2024-04-19,Standard Class,CUST-00642,Jennifer Wilson,Corporate,south,Atlanta,Office Supplies,Paper,Paper Item 36,10,0.0,690.0,131.72
ORD-2026214,01/12/2024,2024-12-04,First Class,CUST-00731,Joseph Thomas,Home Office,central,Dallas,Furniture,Tables,Tables Item 10,2,0.15,1262.27,351.11
ORD-2023846,2024-11-05,2024-11-08,Same Day,CUST-00793,Daniel Rodriguez,Home Office,Central,Houston,TECHNOLOGY,Phones,Phones Item 60,4,0.0,589.76,248.05
ORD-2030047,2024-07-22,2024-07-29,Standard Class,CUST-00669,Elizabeth Gonzalez,Consumer,south,Atlanta,TECHNOLOGY,Machines,Machines Item 66,10,0.15,11473.64,3354.42
ORD-2027240,2025-02-12,2025-02-17,Standard Class,CUST-00589,Thomas Lee,Consumer,south,Miami,Office  Supplies,Labels,Labels Item 49,7,0.4,84.5,-26.68
ORD-2028505,2023-07-24,2023-07-27,Standard Class,CUST-00419,Elizabeth White,Corporate,west,Seattle,FURNITURE,Furnishings,Furnishings Item 21,9,0.0,2942.01,1102.1
ORD-2030149,2024-05-09,2024-05-14,First Class,CUST-00182,Elizabeth Smith,Consumer,EAST,Newark,Technology,Phones,Phones Item 56,7,0.0,1798.16,388.37
ORD-2026187,2024-04-06,2024-04-13,Second Class,CUST-00257,Richard Garcia,Home Office,Centrl,Houston,technology,Accessories,Accessories Item 71,3,0.0,1821.93,815.98
ORD-2032791,2023-02-22,2023-02-25,First Class,CUST-00428,Michael Jones,Consumer,South,Nashville,technology,Copiers,Copiers Item 78,11,0.2,6178.48,1256.61
ORD-2031842,2023-08-12,2023-08-14,Same Day,CUST-00491,Nancy Jackson,Consumer,South,Charlotte,Tech,Copiers,Copiers Item 73,2,0.0,560.16,112.98
ORD-2027325,2025-07-12,2025-07-19,Same Day,CUST-00072,Paul Martinez,Consumer,EAST,New York,furniture,Furnishings,Furnishings Item 24,3,0.5,666.75,-205.53
ORD-2029196,2024-06-03,2024-06-07,First Class,CUST-00295,Lisa Hernandez,Home Office,Centrl,Houston,OfficeSupplies,Storage,Storage Item 38,5 units,0.2,123.24,7.93
ORD-2025391,2025-09-13,2025-09-16,Standard Class,CUST-00366,Elizabeth Lopez,Consumer,central,Houston,Tech,Accessories,Accessories Item 69,9,0.0,12409.83,3840.55
ORD-2024298,2024-09-30,2024-10-04,Standard Class,CUST-00425,Patricia Martinez,Corporate,WEST,Seattle,Furnitur ,Bookcases,Bookcases Item 14,11,0.0,4660.92,1645.14
ORD-2028331,2023-08-07,2023-08-12,First Class,CUST-00453,Patricia Miller,Home Office,West,San Francisco,Furnitur ,Tables,Tables Item 12,4,0.0,2537.72,623.49
ORD-2023801,2024-12-11,2024-12-16,Second Class,CUST-00527,Barbara Rodriguez,Consumer,south,Charlotte,Technology,Copiers,Copiers Item 75,8,0.2,922.18,151.23
ORD-2025165,2025-04-12,2025-04-15,Same Day,CUST-00019,Thomas Taylor,Consumer,SOUTH,Miami,Furnitur ,Chairs,Chairs Item 1,1,0.0,473.67,177.52
ORD-2024944,2023-11-19,2023-11-21,Second Class,CUST-00255,Patricia Rodriguez,Home Office,Centrl,Houston,Furnitur ,Tables,Tables Item 9,9,0.0,6127.38,1938.37
ORD-2026734,2024-09-01,2024-09-05,Second Class,CUST-00428,Michael Jones,Consumer,South,Nashville,Furnitur ,Tables,Tables Item 7,8,0.0,6684.64,1935.41
ORD-2027879,2025-10-15,2025-10-19,Second Class,CUST-00356,Joseph Jackson,Consumer,SOUTH,Nashville,Furnitur ,Chairs,Chairs Item 2,10,0.0,1599.8,308.4
ORD-2026978,2024-11-04,2024-11-11,First Class,CUST-00027,John Lopez,Consumer,West,Los Angeles,technology,Phones,Phones Item 60,3,0.0,442.32,188.99
ORD-2027875,2025-06-27,2025-07-02,Standard Class,CUST-00789,Thomas White,Consumer,central,Detroit,technology,Phones,Phones Item 58,7,0.1,8174.56,652.5
ORD-2023417,2024-09-11,2024-09-18,Same Day,CUST-00722,Joseph Davis,Consumer,South,Nashville,Technology,Copiers,Copiers Item 76,2,0.0,3548.2,591.48
ORD-2023165,2024-12-02,2024-12-06,Standard Class,CUST-00346,William Martinez,Consumer,West,Phoenix,TECHNOLOGY,Phones,Phones Item 53,4,0.1,3881.38,1143.15
ORD-2031886,2024-08-31,2024-09-04,Second Class,CUST-00323,Robert Perez,Consumer,central,Houston,Furniture,Furnishings,Furnishings Item 19,7,0.1,3875.32,1453.56
ORD-2032188,2025-05-01,2025-05-04,Standard Class,CUST-00703,James Lee,Corporate,EAST,Philadelphia,Tech,Accessories,Accessories Item 69,9,0.0,12409.83,4702.08
ORD-2029471,2025-07-04,2025-07-08,Standard Class,CUST-00361,Thomas White,Corporate,South,Miami,OfficeSupplies,Storage,Storage Item 42,9,0.0,405.81,166.48
ORD-2025826,2025-04-11,2025-04-14,First Class,CUST-00666,Charles Lee,Home Office,Centrl,Chicago,Tech,Machines,Machines Item 61,1,0.0,313.8,122.16
ORD-2027853,2024-06-22,2024-06-24,First Class,CUST-00126,Daniel Perez,Consumer,Central,Dallas,Office Supplies,Storage,Storage Item 39,3,0.1,231.26,47.05
ORD-2030195,2024-09-12,2024-09-19,Second Class,CUST-00204,Linda Davis,Corporate,central,Detroit,FURNITURE,Tables,Tables Item 12,5,0.2,2537.72,679.39
ORD-2023347,2024-06-25,2024-06-30,Same Day,CUST-00762,Richard Hernandez,Corporate,Centrl,Houston,Tech,Accessories,Accessories Item 71,5,0.0,3036.55,957.53
ORD-2026353,2024-08-14,2024-08-17,Second Class,CUST-00108,John Taylor,Corporate,Centrl,Detroit,Furniture,Furnishings,Furnishings Item 20,5,0.0,2223.15,748.45
ORD-2027673,2025-09-26,2025-09-29,Standard Class,CUST-00195,James Lee,Consumer,south,Charlotte,office supplies,Storage,Storage Item 43,4,0.0,106.0,18.06
ORD-2029380,2025-02-10,2025-02-15,Second Class,CUST-00048,David Jones,Corporate,South,Miami,Tech,Accessories,Accessories Item 71,9,0.0,5465.79,2115.42
ORD-2030184,2024-08-06,2024-08-08,Standard Class,CUST-00602,Robert Anderson,Consumer,South,Nashville,Furniture,Furnishings,Furnishings Item 22,4,0.0,656.16,268.4
ORD-2031330,2025-09-08,2025-09-10,Second Class,CUST-00143, Susan Lopez  ,Corporate,West,San Francisco,furniture,Chairs,Chairs Item 5,4,0.2,299.39,63.3
ORD-2023780,2025-06-19,2025-06-21,Standard Class,CUST-00622,Paul Lopez,Corporate,WEST,Phoenix,Technology,Machines,Machines Item 63,1,0.0,1026.53,202.39
ORD-2030520,2025-01-05,2025-01-09,Same Day,CUST-00274,Jessica Lopez,Corporate,SOUTH,Miami,office supplies,Labels,Labels Item 52,10,0.0,1098.5,308.43
ORD-2027992,2024-12-28,2025-01-01,Standard Class,CUST-00467,Michael Lee,Home Office,EAST,Newark,technology,Copiers,Copiers Item 74,9,0.0,9866.52,4396.2
ORD-2027558,2024-07-20,2024-07-23,Standard Class,CUST-00333,Charles Wilson,Consumer,west,Seattle,Tech,Phones,Phones Item 59,1,0.0,522.44,110.69
ORD-2024766,2025-04-02,2025-04-05,Standard Class,CUST-00337,Michael Jackson,Consumer,south,Miami,office supplies,Labels,Labels Item 49,4,0.0,80.48,13.97
ORD-2025178,2025-03-17,2025-03-19,Standard Class,CUST-00238,Elizabeth Gonzalez,Corporate,WEST,Phoenix,Office  Supplies,Binders,Binders Item 32,2,0.0,52.14,7.98
ORD-2025118,2025-02-13,2025-02-15,First Class,CUST-00380,Sarah Lee,Home Office,West,Seattle,Office Supplies,Storage,Storage Item 44,6,0.1,435.73,148.19
ORD-2028977,2023-10-10,2023-10-15,Standard Class,CUST-00322,William Gonzalez,Consumer,East,New York,Technology,Accessories,Accessories Item 68,5,0.1,6115.41,1487.72
ORD-2025425,2025-09-08,2025-09-13,Standard Class,CUST-00653,Paul Gonzalez,Consumer,East,New York,Furniture,Chairs,Chairs Item 3,3,0.3,0.0,243.04
ORD-2028811,2024-08-15,2024-08-17,Second Class,CUST-00127,Betty Rodriguez,Home Office,east,Boston,Furnitur ,Furnishings,Furnishings Item 21,5,0.15,1389.28,128.14
ORD-2028260,2024-08-17,2024-08-24,First Class,CUST-00576,Barbara Gonzalez,Corporate,West,San Francisco,TECHNOLOGY,Phones,Phones Item 58,6,0.1,7006.77,1071.72
ORD-2028823,2023-12-10,2023-12-14,Standard Class,CUST-00491,Nancy Jackson,Consumer,south,Miami,TECHNOLOGY,Machines,Machines Item 67,9,0.0,9668.43,2047.14
ORD-2027182,2025-09-20,2025-09-22,Standard Class,CUST-00433,Susan Thomas,Consumer,SOUTH,Miami,office supplies,Labels,Labels Item 50,8,0.0,878.24,226.69
ORD-2032709,2025-03-13,2025-03-16,Standard Class,CUST-00277,Paul Hernandez,Home Office,west,Seattle,FURNITURE,Chairs,Chairs Item 5,1,0.0,93.56,18.03
ORD-2028282,28/03/2025,2025-03-31,Standard Class,CUST-00054,Barbara Anderson,Consumer,west,Seattle,Technology,Accessories,Accessories Item 69,11,0.0,15167.57,4049.83
ORD-2032296,2023-04-07,2023-04-11,First Class,CUST-00074,Chris Anderson,Consumer,east,Newark,technology,Machines,Machines Item 66,2,0.0,2699.68,594.2
ORD-2027973,2025-03-15,2025-03-18,First Class,CUST-00297,Jennifer Lee,Corporate,south,Atlanta,office supplies,Art,Art Item 48,11,0.0,443.08,139.5
ORD-2029003,2025-09-18,2025-09-25,First Class,CUST-00500,James Moore,Consumer,West,Los Angeles,Furnitur ,Furnishings,Furnishings Item 20,5,0.0,2223.15,734.84
ORD-2032700,2025-01-28,2025-01-31,Standard Class,CUST-00707,Sarah Hernandez,Consumer,East,Boston,TECHNOLOGY,Copiers,Copiers Item 78,7,0.0,4914.7,1796.22
ORD-2028874,2025-04-01,2025-04-05,Standard Class,CUST-00359,Thomas Thomas,Consumer,East,Boston,FURNITURE,Tables,Tables Item 7,9,0.0,7520.22,2944.38
ORD-2023460,2025-05-07,2025-05-10,Same Day,CUST-00343, William Rodriguez  ,Home Office,central,Detroit,Office Supplies,Paper,Paper Item 36,3,0.15,175.95,23.31
ORD-2029227,2024-04-09,2024-04-11,Standard Class,CUST-00690,Betty Hernandez,Consumer,south,Atlanta,FURNITURE,Chairs,Chairs Item 3,8,0.0,5392.56,1056.37
ORD-2023919,2024-07-01,2024-07-08,Standard Class,CUST-00326,Nancy Jones,Consumer,East,Philadelphia,Furnitur ,Chairs,Chairs Item 4,2,0.2,156.43,-5.37
ORD-2025025,2025-04-14,2025-04-17,First Class,CUST-00425,Patricia Martinez,Corporate,West,Los Angeles,furniture,Tables,Tables Item 8,1,0.0,105.41,42.54
ORD-2032340,2025-11-09,2025-11-14,Standard Class,CUST-00635,Barbara Garcia,Consumer,EAST,Newark,Technology,Copiers,Copiers Item 77,1 units,0.0,38.82,15.98
ORD-2030602,2024-04-24,2024-05-01,Second Class,CUST-00638,Thomas Hernandez,Consumer,West,Los Angeles,TECHNOLOGY,Machines,Machines Item 62,5,0.0,7423.65,2427.79
ORD-2031742,2024-01-20,2024-01-23,Standard Class,CUST-00480,Robert Gonzalez,Corporate,EAST,Boston,Office  Supplies,Storage,Storage Item 37,2,0.0,162.94,28.93
ORD-2023856,2025-04-23,2025-04-26,Standard Class,CUST-00257,Richard Garcia,Home Office,Centrl,Dallas,Furniture,Tables,Tables Item 10,6,0.0,4455.06,1519.92
ORD-2029803,2024-08-25,2024-08-29,Same Day,CUST-00525,Jessica Lopez,Consumer,West,Phoenix,OfficeSupplies,Art,Art Item 46,11,0.0,1302.62,535.98
ORD-2029221,2024-01-11,2024-01-14,Second Class,CUST-00092,Linda Thomas,Corporate,south,Miami,furniture,Furnishings,Furnishings Item 22,3,0.0,492.12,214.22
ORD-2023966,2024-09-27,2024-09-29,Same Day,CUST-00412,Chris Jackson,Consumer,EAST,New York,Furnitur ,Bookcases,Bookcases Item 17,3,0.0,1138.2,231.92
ORD-2030942,2023-12-16,2023-12-19,Second Class,CUST-00129,Mary Miller,Corporate,central,Dallas,Office Supplies,Art,Art Item 47,11,0.0,240.9,91.24
ORD-2025923,2025-01-17,2025-01-24,First Class,CUST-00256,John Williams,Consumer,East,New York,Office  Supplies,Binders,Binders Item 32,1,0.0,26.07,10.44
ORD-2025493,2025-07-26,2025-07-29,Second Class,CUST-00284,Michael Garcia,Consumer,WEST,San Francisco,furniture,Bookcases,Bookcases Item 14,9,0.0,3813.48,887.57
ORD-2027076,2023-11-12,2023-11-17,Standard Class,CUST-00311,Elizabeth Brown,Home Office,central,Houston,FURNITURE,Tables,Tables Item 7,8,0.0,6684.64,1786.97
ORD-2032029,2024-03-13,2024-03-15,Standard Class,CUST-00530,Nancy Martinez,Corporate,South,Miami,Furnitur ,Tables,Tables Item 9,4,0.2,2178.62,392.67
ORD-2023204,2025-06-22,2025-06-27,Standard Class,CUST-00093,Elizabeth Wilson,Corporate,South,Miami,Tech,Machines,Machines Item 67,3,0.1,2900.53,947.95
ORD-2028154,2025-06-20,2025-06-24,Same Day,CUST-00723,Lisa Lopez,Corporate,south,Charlotte,Furniture,Tables,Tables Item 10,7,0.0,5197.57,1172.88
ORD-2028472,2025-03-13,2025-03-16,Standard Class,CUST-00414,Jessica Martinez,Corporate,EAST,New York,Tech,Accessories,Accessories Item 71,3,0.0,1821.93,466.87
ORD-2024956,2025-06-28,2025-07-03,Standard Class,CUST-00141,Patricia Williams,Home Office,south,Charlotte,furniture,Bookcases,Bookcases Item 17,1,0.0,379.4,127.58
ORD-2026287,2025-09-08,2025-09-13,Standard Class,CUST-00480,Robert Gonzalez,Corporate,EAST,New York,Technology,Machines,Machines Item 66,4,0.1,4859.42,1851.21
ORD-2026653,2023-12-10,2023-12-17,Same Day,CUST-00659,Elizabeth Miller,Consumer,EAST,New York,FURNITURE,Bookcases,Bookcases Item 17,1,0.0,379.4,73.83
ORD-2028796,2025-05-28,2025-06-01,Standard Class,CUST-00529,Karen Smith,Corporate,SOUTH,Miami,Furniture,Furnishings,Furnishings Item 22,8,0.0,1312.32,401.28
ORD-2028089,2025-06-26,2025-06-29,Standard Class,CUST-00364,Nancy Perez,Consumer,SOUTH,Miami,FURNITURE,Chairs,Chairs Item 3,9,0.3,4246.64,-547.22
ORD-2029535,2025-02-23,2025-02-25,First Class,CUST-00458,David Lee,Home Office,Centrl,Chicago,OfficeSupplies,Binders,Binders Item 26,9,0.5,9.54,-2.46
ORD-2024884,2025-04-19,2025-04-23,Standard Class,CUST-00396,James Taylor,Consumer,SOUTH,Charlotte,OfficeSupplies,Storage,Storage Item 44,1,0.0,80.69,35.37
ORD-2031864,2025-02-19,2025-02-26,Standard Class,CUST-00227,John Williams,Corporate,south,Atlanta,TECHNOLOGY,Phones,Phones Item 58,2,0.3,1816.57,-294.27
ORD-2026054,2025-04-04,2025-04-06,Standard Class,CUST-00783,Jennifer Lee,Consumer,East,Newark,Tech,Phones,Phones Item 54,3,0.1,1612.47,155.04
ORD-2030012,2025-02-10,2025-02-13,Standard Class,CUST-00565,Robert Williams,Home Office,south,Charlotte,Office Supplies,Paper,Paper Item 33,3,0.2,113.54,-1.16
ORD-2025698,2025-07-06,2025-07-09,Standard Class,CUST-00733,Thomas Jackson,Consumer,SOUTH,Atlanta,technology,Accessories,Accessories Item 69,4,0.0,5515.48,2247.41
ORD-2028817,2024-12-27,2024-12-31,Standard Class,CUST-00769,Susan Lopez,Corporate,EAST,Boston,furniture,Tables,Tables Item 10,8,0.0,5940.08,1259.39
ORD-2028761,2025-08-30,2025-09-03,Standard Class,CUST-00228,Charles Johnson,Consumer,Central,Dallas,Furnitur ,Chairs,Chairs Item 5,1,0.5,46.78,-5.83
ORD-2031202,2024-08-25,2024-09-01,First Class,CUST-00414,Jessica Martinez,Corporate,East,Boston,TECHNOLOGY,Copiers,Copiers Item 77,3,0.0,116.46,22.74
ORD-2025489,2025-08-22,2025-08-25,,CUST-00653,Paul Gonzalez,Consumer,EAST,,OfficeSupplies,Binders,Binders Item 31,9,,905.99,
ORD-2023282,2024-03-08,2024-03-15,Standard Class,CUST-00578,David Hernandez,Consumer,Centrl,Houston,Tech,Phones,Phones Item 53,8,0.2,6900.22,2118.45
ORD-2031783,19/08/2025,2025-08-23,First Class,CUST-00535,Susan Lee,Corporate,Centrl,Dallas,technology,Machines,Machines Item 65,8,0.0,11981.76,4867.91
ORD-2024011,2024-12-21,2024-12-26,Standard Class,CUST-00547,Elizabeth Moore,Corporate,WEST,Phoenix,Office Supplies,Binders,Binders Item 31,5,0.2,473.72,99.88
ORD-2028813,2025-08-27,2025-08-30,,CUST-00494,Chris Moore,Consumer,Centrl,,technology,Accessories,Accessories Item 68,8,,10871.84,
ORD-2026952,2025-05-28,2025-06-02,Standard Class,CUST-00726,Karen Johnson,Corporate,East,Newark,Tech,Machines,Machines Item 66,8,0.0,10798.72,3564.76
ORD-2028758,2025-11-05,2025-11-09,Second Class,CUST-00108,John Taylor,Corporate,central,Dallas,Office Supplies,Labels,Labels Item 50,9,0.0,988.02,180.07
ORD-2024764,2023-12-30,2024-01-06,Standard Class,CUST-00656,Elizabeth White,Corporate,Central,Chicago,Office  Supplies,Art,Art Item 45,4,0.0,48.52,20.17
ORD-2028555,2025-04-15,2025-04-22,First Class,CUST-00624,Thomas Anderson,Consumer,West,Seattle,Technology,Copiers,Copiers Item 77,6,0.0,232.92,102.91
