Order ID,Order Date,Year,Month,Month Number,Year-Month,Customer ID,Customer Name,Region,City,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Profit Margin %,Order Value,Payment Method
ORD10147,2024-03-09,2024,Mar,3,2024-03,CUST0060,Rohan Mehta,West,Ahmedabad,Electronics,Portable SSD 1TB,Portable SSD 1TB,1,3916.61,0.0,3916.61,516.61,13.190233390610759,3916.61,Credit Card
ORD11957,2024-11-07,2024,Nov,11,2024-11,CUST0201,Ananya Gupta,North,Jaipur,Clothing,Winter Jacket,Winter Jacket,1,2896.9,0.0,2896.9,1311.23,45.263212399461494,2896.9,Credit Card
ORD10692,2024-12-03,2024,Dec,12,2024-12,CUST0069,Karan Verma,North,Delhi,Stationery,Desk Organizer,Desk Organizer,2,967.81,0.0,1935.62,1213.82,62.70962275653279,1935.62,UPI
ORD11477,2024-06-07,2024,Jun,6,2024-06,CUST0282,Nikhil Kumar,East,Kolkata,Furniture,Sofa Cover,Sofa Cover,1,4703.54,0.2,3762.83,522.43,13.883964994432382,3762.83,UPI
ORD11051,2024-03-01,2024,Mar,3,2024-03,CUST0160,Aditya Patel,West,Ahmedabad,Electronics,Webcam HD,Webcam HD,1,2743.97,0.1,2469.57,381.68,15.455322181594367,2469.57,UPI
ORD10714,2024-07-12,2024,Jul,7,2024-07,CUST0440,Nikhil Das,South,Bengaluru,Electronics,Portable SSD 1TB,Portable SSD 1TB,2,3916.61,0.0,7833.22,1033.22,13.190233390610759,7833.22,Credit Card
ORD12135,2024-04-24,2024,Apr,4,2024-04,CUST0172,Ravi Patel,South,Hyderabad,Clothing,Men's T-Shirt,Men's T-Shirt,1,1052.59,0.1,947.33,241.29,25.470532971614958,947.33,Cash on Delivery
ORD12098,2025-03-29,2025,Mar,3,2025-03,CUST0284,Aadhya Rao,West,Mumbai,Electronics,Smart Watch,Smart Watch,1,2319.17,0.0,2319.17,262.49,11.318273347792529,2319.17,UPI
ORD12141,2024-06-21,2024,Jun,6,2024-06,CUST0250,Vivaan Gupta,North,Chandigarh,Electronics,Laptop Stand,Laptop Stand,1,4602.67,0.15,3912.27,-52.89,-1.3519005590104978,3912.27,Debit Card
ORD11317,2024-07-04,2024,Jul,7,2024-07,CUST0372,Vihaan Kapoor,West,Ahmedabad,Home & Kitchen,Water Bottle,Water Bottle,1,5018.72,0.0,5018.72,1499.64,29.880925813753308,5018.72,Credit Card
ORD10545,2024-12-31,2024,Dec,12,2024-12,CUST0307,Divya Kapoor,South,Chennai,Electronics,Wireless Mouse,Wireless Mouse,1,4677.64,0.0,4677.64,940.21,20.100093209396192,4677.64,UPI
ORD11179,2024-10-24,2024,Oct,10,2024-10,CUST0397,Diya Kumar,East,Patna,Home & Kitchen,Mixer Grinder,Mixer Grinder,1,4246.55,0.3,2972.58,517.68,17.415174696728094,2972.58,Credit Card
ORD11543,2025-01-06,2025,Jan,1,2025-01,CUST0429,Aditya Rao,South,Bengaluru,Electronics,Portable SSD 1TB,Portable SSD 1TB,1,3916.61,0.15,3329.12,-70.88,-2.129091171240448,3329.12,Cash on Delivery
ORD10748,2025-02-09,2025,Feb,2,2025-02,CUST0114,Sneha Bose,North,Jaipur,Home & Kitchen,Air Fryer,Air Fryer,1,1319.46,0.0,1319.46,657.3,49.81583375017052,1319.46,UPI
ORD10112,2025-03-25,2025,Mar,3,2025-03,CUST0043,Isha Nair,South,Bengaluru,Stationery,Sticky Notes,Sticky Notes,3,2834.66,0.0,8503.98,4560.27,53.62512611741796,8503.98,UPI
ORD11587,2024-11-20,2024,Nov,11,2024-11,CUST0066,Sai Singh,East,Kolkata,Home & Kitchen,Non-Stick Pan,Non-Stick Pan,2,2707.34,0.0,5414.68,1580.17,29.183072683888984,5414.68,Credit Card
ORD10422,2024-10-26,2024,Oct,10,2024-10,CUST0377,Vihaan Verma,North,Jaipur,Stationery,Notebook Pack,Notebook Pack,1,4753.51,0.1,4278.16,1982.36,46.33674289881631,4278.16,Credit Card
ORD10345,2024-10-18,2024,Oct,10,2024-10,CUST0220,Meera Chatterjee,East,Kolkata,Stationery,Sticky Notes,Sticky Notes,1,2834.66,0.15,2409.46,1094.89,45.44130220049306,2409.46,UPI
ORD11480,2024-02-23,2024,Feb,2,2024-02,CUST0288,Aditya Nair,South,Bengaluru,Home & Kitchen,LED Table Lamp,LED Table Lamp,1,2416.75,0.1,2175.08,792.5,36.43544145502694,2175.08,Net Banking
ORD10842,2024-07-07,2024,Jul,7,2024-07,CUST0086,Sanjay Nair,North,Delhi,Clothing,Men's T-Shirt,Men's T-Shirt,1,1052.59,0.0,1052.59,346.55,32.923550480243975,1052.59,Credit Card
ORD11172,2024-07-01,2024,Jul,7,2024-07,CUST0395,Diya Verma,South,Chennai,Clothing,Formal Shirt,Formal Shirt,1,1477.42,0.0,1477.42,491.31,33.25459246524346,1477.42,UPI
ORD10455,2024-12-17,2024,Dec,12,2024-12,CUST0041,Ananya Bose,South,Bengaluru,Electronics,Wireless Mouse,Wireless Mouse,1,4677.64,0.0,4677.64,940.21,20.100093209396192,4677.64,UPI
ORD11039,2024-03-19,2024,Mar,3,2024-03,CUST0227,Ishaan Sharma,North,Chandigarh,Furniture,Sofa Cover,Sofa Cover,1,4703.54,0.0,4703.54,1463.14,31.107208613087167,4703.54,UPI
ORD11893,2024-07-05,2024,Jul,7,2024-07,CUST0389,Anika Sharma,South,Hyderabad,Electronics,USB-C Charger,USB-C Charger,1,700.94,0.05,665.89,38.12,5.724669239664208,665.89,Net Banking
ORD11154,2024-11-14,2024,Nov,11,2024-11,CUST0095,Rohan Verma,West,Ahmedabad,Electronics,Wireless Mouse,Wireless Mouse,1,4677.64,0.0,4677.64,940.21,20.100093209396192,4677.64,UPI
ORD10142,2024-06-20,2024,Jun,6,2024-06,CUST0201,Ananya Gupta,West,Mumbai,Furniture,Recliner Chair,Recliner Chair,1,2880.32,0.0,2880.32,982.88,34.123986223752915,2880.32,Credit Card
ORD11622,2024-06-01,2024,Jun,6,2024-06,CUST0145,Nikhil Sharma,West,Ahmedabad,Stationery,Notebook Pack,Notebook Pack,1,4753.51,0.05,4515.83,2220.03,49.161062307482794,4515.83,Credit Card
ORD12121,2024-02-25,2024,Feb,2,2024-02,CUST0082,Karan Singh,East,Kolkata,Electronics,Portable SSD 1TB,Portable SSD 1TB,1,3916.61,0.15,3329.12,-70.88,-2.129091171240448,3329.12,UPI
ORD11850,2024-09-21,2024,Sep,9,2024-09,CUST0345,Diya Kumar,North,Chandigarh,Electronics,Webcam HD,Webcam HD,2,2743.97,0.0,5487.94,1312.15,23.909700178937822,5487.94,Net Banking
ORD11153,2024-11-12,2024,Nov,11,2024-11,CUST0293,Vihaan Rao,West,Ahmedabad,Electronics,Webcam HD,Webcam HD,1,2743.97,0.05,2606.77,518.88,19.905093276353494,2606.77,Cash on Delivery
ORD11848,2024-03-14,2024,Mar,3,2024-03,CUST0092,Aarav Bose,South,Hyderabad,Electronics,Laptop Stand,Laptop Stand,1,4602.67,0.15,3912.27,-52.89,-1.3519005590104978,3912.27,Credit Card
ORD11370,2024-04-04,2024,Apr,4,2024-04,CUST0395,Diya Verma,South,Bengaluru,Electronics,Wireless Mouse,Wireless Mouse,1,4677.64,0.15,3975.99,238.56,6.000015090581214,3975.99,Credit Card
ORD11895,2024-04-03,2024,Apr,4,2024-04,CUST0071,Meera Gupta,South,Chennai,Clothing,Women's Kurti,Women's Kurti,2,4506.86,0.0,9013.72,2326.64,25.812206281091495,9013.72,Net Banking
ORD12138,2024-03-01,2024,Mar,3,2024-03,CUST0324,Saanvi Singh,West,Ahmedabad,Stationery,Gel Pen Set,Gel Pen Set,3,4275.22,0.1,11543.09,5051.44,43.76159243322195,11543.09,UPI
ORD11277,2025-02-19,2025,Feb,2,2025-02,CUST0085,Kavya Singh,West,Pune,Stationery,Sticky Notes,Sticky Notes,1,2834.66,0.15,2409.46,1094.89,45.44130220049306,2409.46,UPI
ORD10441,2024-11-27,2024,Nov,11,2024-11,CUST0283,Sai Kapoor,South,Chennai,Home & Kitchen,Air Fryer,Air Fryer,2,1319.46,0.1,2375.03,1050.71,44.23986223331916,2375.03,UPI
ORD10340,2024-10-05,2024,Oct,10,2024-10,CUST0226,Nikhil Patel,West,Mumbai,Stationery,Sticky Notes,Sticky Notes,1,2834.66,0.05,2692.93,1378.36,51.1843976635115,2692.93,UPI
ORD10221,2024-11-17,2024,Nov,11,2024-11,CUST0169,Arjun Mehta,East,Patna,Furniture,Sofa Cover,Sofa Cover,2,4703.54,0.3,6584.96,104.16,1.581786373797259,6584.96,Debit Card
ORD11882,2024-02-01,2024,Feb,2,2024-02,CUST0301,Arjun Bose,North,Chandigarh,Furniture,Bed Side Table,Bed Side Table,1,5828.58,0.0,5828.58,998.88,17.137621856438447,5828.58,Debit Card
ORD10416,2024-03-26,2024,Mar,3,2024-03,CUST0086,Sanjay Nair,North,Delhi,Home & Kitchen,Water Bottle,Water Bottle,2,5018.72,0.05,9535.57,2497.41,26.190463705892782,9535.57,UPI
ORD10938,2024-02-17,2024,Feb,2,2024-02,CUST0384,Vivaan Iyer,North,Chandigarh,Clothing,Men's T-Shirt,Men's T-Shirt,3,1052.59,0.05,2999.88,881.77,29.39350907369628,2999.88,Cash on Delivery
ORD11433,2025-02-24,2025,Feb,2,2025-02,CUST0429,Aditya Rao,South,Hyderabad,Home & Kitchen,Storage Containers Set,Storage Containers Set,2,4142.6,0.05,7870.94,3438.87,43.69071546727582,7870.94,Debit Card
ORD11421,2025-02-11,2025,Feb,2,2025-02,CUST0076,Ishaan Sharma,West,Pune,Furniture,Bookshelf,Bookshelf,1,4584.81,0.05,4355.57,1050.36,24.115328188962636,4355.57,Debit Card
ORD11184,2025-02-24,2025,Feb,2,2025-02,CUST0067,Sai Reddy,East,Bhubaneswar,Electronics,Laptop Stand,Laptop Stand,2,4602.67,0.0,9205.34,1275.02,13.850873514720801,9205.34,Credit Card
ORD11702,2024-08-05,2024,Aug,8,2024-08,CUST0032,Myra Joshi,South,Hyderabad,Home & Kitchen,Mixer Grinder,Mixer Grinder,4,4246.55,0.05,16136.89,6317.31,39.14824975568403,16136.89,Credit Card
ORD11704,2024-01-09,2024,Jan,1,2024-01,CUST0381,Aditya Chatterjee,West,Ahmedabad,Clothing,Formal Shirt,Formal Shirt,3,1477.42,0.2,3545.81,587.48,16.568287640905748,3545.81,UPI
ORD11439,2024-06-28,2024,Jun,6,2024-06,CUST0204,Divya Gupta,West,Ahmedabad,Stationery,Gel Pen Set,Gel Pen Set,1,4275.22,0.1,3847.7,1683.82,43.76172778543026,3847.7,UPI
ORD11985,2024-08-16,2024,Aug,8,2024-08,CUST0046,Krishna Joshi,North,Jaipur,Electronics,Noise Cancelling Headphones,Noise Cancelling Headphones,1,899.46,0.1,809.51,88.98,10.991834566589667,809.51,UPI
ORD10095,2024-10-12,2024,Oct,10,2024-10,CUST0077,Arjun Kumar,East,Patna,Clothing,Running Shoes,Running Shoes,1,910.04,0.1,819.04,255.79,31.230464934557535,819.04,UPI
ORD11189,2024-12-14,2024,Dec,12,2024-12,CUST0311,Sanjay Kapoor,West,Mumbai,Electronics,Noise Cancelling Headphones,Noise Cancelling Headphones,2,899.46,0.2,1439.14,-1.92,-0.13341301054796612,1439.14,Debit Card
ORD10934,2024-03-10,2024,Mar,3,2024-03,CUST0039,Ananya Verma,North,Jaipur,Electronics,Noise Cancelling Headphones,Noise Cancelling Headphones,3,899.46,0.0,2698.38,536.79,19.893046939274676,2698.38,UPI
ORD10299,2024-11-26,2024,Nov,11,2024-11,CUST0405,Aadhya Rao,South,Bengaluru,Home & Kitchen,Non-Stick Pan,Non-Stick Pan,1,2707.34,0.15,2301.24,383.98,16.685786793207143,2301.24,Debit Card
ORD10705,2025-03-02,2025,Mar,3,2025-03,CUST0144,Isha Gupta,South,Chennai,Clothing,Running Shoes,Running Shoes,3,910.04,0.05,2593.61,903.87,34.84988105382074,2593.61,UPI
ORD10114,2025-03-21,2025,Mar,3,2025-03,CUST0084,Arjun Rao,West,Pune,Clothing,Women's Kurti,Women's Kurti,1,4506.86,0.05,4281.52,937.98,21.907640277284703,4281.52,Debit Card
ORD11932,2024-11-26,2024,Nov,11,2024-11,CUST0387,Anika Kumar,West,Ahmedabad,Electronics,Portable SSD 1TB,Portable SSD 1TB,1,3916.61,0.1,3524.95,124.95,3.544731130938028,3524.95,UPI
ORD10610,2024-05-04,2024,May,5,2024-05,CUST0442,Kavya Bose,South,Hyderabad,Electronics,Wireless Mouse,Wireless Mouse,1,4677.64,0.05,4443.76,706.33,15.894872810412805,4443.76,UPI
ORD10519,2024-03-31,2024,Mar,3,2024-03,CUST0354,Karan Bose,North,Delhi,Home & Kitchen,Non-Stick Pan,Non-Stick Pan,2,2707.34,0.15,4602.48,767.97,16.686004067372377,4602.48,UPI
ORD11861,2024-04-07,2024,Apr,4,2024-04,CUST0356,Krishna Iyer,South,Hyderabad,Clothing,Denim Jeans,Denim Jeans,3,2056.08,0.0,6168.24,2512.85,40.73852508981493,6168.24,UPI
ORD11029,2024-09-10,2024,Sep,9,2024-09,CUST0444,Pooja Das,South,Bengaluru,Home & Kitchen,Storage Containers Set,Storage Containers Set,3,4142.6,0.0,12427.8,5779.7,46.50621992629428,12427.8,Cash on Delivery
ORD10096,2024-03-09,2024,Mar,3,2024-03,CUST0456,Myra Gupta,South,Chennai,Clothing,Women's Kurti,Women's Kurti,1,4506.86,0.0,4506.86,1163.32,25.812206281091495,4506.86,Credit Card
ORD11343,2024-11-28,2024,Nov,11,2024-11,CUST0168,Riya Das,South,Bengaluru,Home & Kitchen,Water Bottle,Water Bottle,1,5018.72,0.05,4767.78,1248.7,26.19038630138136,4767.78,Net Banking
ORD10348,2024-11-25,2024,Nov,11,2024-11,CUST0056,Unknown Customer,East,Patna,Electronics,Bluetooth Speaker,Bluetooth Speaker,1,5172.8,0.15,4396.88,23.14,0.526282272884409,4396.88,Credit Card
ORD11234,2024-05-31,2024,May,5,2024-05,CUST0412,Divya Singh,South,Bengaluru,Furniture,Office Chair,Office Chair,1,3394.32,0.3,2376.02,126.39,5.31939966835296,2376.02,UPI
ORD11565,2024-04-16,2024,Apr,4,2024-04,CUST0311,Sanjay Kapoor,North,Delhi,Clothing,Formal Shirt,Formal Shirt,2,1477.42,0.0,2954.84,982.62,33.25459246524346,2954.84,UPI
ORD10117,2024-11-19,2024,Nov,11,2024-11,CUST0155,Aarav Joshi,North,Delhi,Clothing,Winter Jacket,Winter Jacket,1,2896.9,0.1,2607.21,1021.54,39.18134711051277,2607.21,Credit Card
ORD10962,2024-06-20,2024,Jun,6,2024-06,CUST0016,Pooja Nair,North,Chandigarh,Clothing,Winter Jacket,Winter Jacket,1,2896.9,0.05,2752.06,1166.39,42.38243352252495,2752.06,UPI
ORD11392,2024-11-22,2024,Nov,11,2024-11,CUST0405,Aadhya Rao,East,Patna,Home & Kitchen,Non-Stick Pan,Non-Stick Pan,1,2707.34,0.0,2707.34,790.08,29.18288800076828,2707.34,Credit Card
ORD11412,2024-06-13,2024,Jun,6,2024-06,CUST0462,Aadhya Reddy,South,Hyderabad,Home & Kitchen,Air Fryer,Air Fryer,2,1319.46,0.3,1847.24,522.92,28.308178688205103,1847.24,Cash on Delivery
ORD10005,2024-04-16,2024,Apr,4,2024-04,CUST0219,Ravi Bose,North,Jaipur,Clothing,Winter Jacket,Winter Jacket,1,2896.9,0.05,2752.06,1166.39,42.38243352252495,2752.06,Debit Card
ORD10859,2024-12-02,2024,Dec,12,2024-12,CUST0366,Sneha Kapoor,South,Bengaluru,Electronics,Wireless Mouse,Wireless Mouse,2,4677.64,0.15,7951.99,477.14,6.000259054651728,7951.99,Net Banking
ORD10865,2024-04-07,2024,Apr,4,2024-04,CUST0221,Kavya Sharma,North,Jaipur,Furniture,Bookshelf,Bookshelf,1,4584.81,0.05,4355.57,1050.36,24.115328188962636,4355.57,Net Banking
ORD10700,2024-11-13,2024,Nov,11,2024-11,CUST0172,Ravi Patel,West,Pune,Electronics,Wireless Mouse,Wireless Mouse,1,4677.64,0.05,4443.76,706.33,15.894872810412805,4443.76,UPI
ORD12175,2024-10-04,2024,Oct,10,2024-10,CUST0352,Arjun Mehta,South,Bengaluru,Stationery,Sticky Notes,Sticky Notes,1,2834.66,0.1,2551.19,1236.62,48.472281562721705,2551.19,Debit Card
ORD11939,2024-03-08,2024,Mar,3,2024-03,CUST0306,Neha Patel,South,Chennai,Home & Kitchen,Non-Stick Pan,Non-Stick Pan,2,2707.34,0.3,3790.28,-44.23,-1.1669322583028165,3790.28,Cash on Delivery
ORD11930,2025-03-16,2025,Mar,3,2025-03,CUST0442,Kavya Bose,North,Delhi,Furniture,Bed Side Table,Bed Side Table,1,5828.58,0.0,5828.58,998.88,17.137621856438447,5828.58,UPI
ORD10739,2024-12-21,2024,Dec,12,2024-12,CUST0249,Krishna Nair,West,Ahmedabad,Furniture,Sofa Cover,Sofa Cover,1,4703.54,0.15,3998.01,757.61,18.94967746453861,3998.01,Credit Card
ORD11678,2024-09-12,2024,Sep,9,2024-09,CUST0111,Priya Nair,South,Hyderabad,Clothing,Formal Shirt,Formal Shirt,1,1477.42,0.15,1255.81,269.7,21.47617872130338,1255.81,Credit Card
ORD10830,2025-03-20,2025,Mar,3,2025-03,CUST0349,Vivaan Verma,West,Pune,Clothing,Winter Jacket,Winter Jacket,2,2896.9,0.1,5214.42,2043.08,39.18134711051277,5214.42,Net Banking
ORD11269,2024-07-20,2024,Jul,7,2024-07,CUST0071,Meera Gupta,North,Delhi,Clothing,Women's Kurti,Women's Kurti,1,4506.86,0.0,4506.86,1163.32,25.812206281091495,4506.86,Cash on Delivery
ORD10717,2024-12-01,2024,Dec,12,2024-12,CUST0292,Sai Gupta,West,Mumbai,Clothing,Winter Jacket,Winter Jacket,1,2896.9,0.1,2607.21,1021.54,39.18134711051277,2607.21,UPI
ORD10082,2024-04-04,2024,Apr,4,2024-04,CUST0321,Sai Das,East,Kolkata,Electronics,Webcam HD,Webcam HD,1,2743.97,0.05,2606.77,518.88,19.905093276353494,2606.77,UPI
ORD12034,2024-02-12,2024,Feb,2,2024-02,CUST0364,Arjun Sharma,South,Bengaluru,Electronics,Smart Watch,Smart Watch,2,2319.17,0.1,4174.51,61.15,1.4648425803267928,4174.51,UPI
ORD10636,2024-09-22,2024,Sep,9,2024-09,CUST0172,Ravi Patel,South,Bengaluru,Home & Kitchen,Water Bottle,Water Bottle,1,5018.72,0.05,4767.78,1248.7,26.19038630138136,4767.78,UPI
ORD10453,2024-04-07,2024,Apr,4,2024-04,CUST0089,Pooja Singh,South,Chennai,Clothing,Formal Shirt,Formal Shirt,1,1477.42,0.0,1477.42,491.31,33.25459246524346,1477.42,Credit Card
ORD11157,2024-05-03,2024,May,5,2024-05,CUST0162,Vihaan Singh,East,Bhubaneswar,Electronics,Laptop Stand,Laptop Stand,1,4602.67,0.05,4372.54,407.38,9.316781550311719,4372.54,Credit Card
ORD10454,2024-06-04,2024,Jun,6,2024-06,CUST0261,Karan Bose,South,Hyderabad,Stationery,Gel Pen Set,Gel Pen Set,2,4275.22,0.15,7267.87,2940.1,40.45339280972279,7267.87,UPI
ORD11706,2024-10-30,2024,Oct,10,2024-10,CUST0471,Meera Joshi,North,Chandigarh,Electronics,Portable SSD 1TB,Portable SSD 1TB,1,3916.61,0.1,3524.95,124.95,3.544731130938028,3524.95,Debit Card
ORD12155,2025-03-27,2025,Mar,3,2025-03,CUST0301,Arjun Bose,East,Kolkata,Electronics,Laptop Stand,Laptop Stand,1,4602.67,0.15,3912.27,-52.89,-1.3519005590104978,3912.27,Debit Card
ORD11894,2025-03-17,2025,Mar,3,2025-03,CUST0020,Anika Kapoor,North,Jaipur,Home & Kitchen,LED Table Lamp,LED Table Lamp,1,2416.75,0.15,2054.24,671.66,32.696276968611265,2054.24,Net Banking
ORD11654,2024-12-31,2024,Dec,12,2024-12,CUST0229,Divya Das,East,Bhubaneswar,Electronics,Portable SSD 1TB,Portable SSD 1TB,1,3916.61,0.0,3916.61,516.61,13.190233390610759,3916.61,Net Banking
ORD10331,2024-06-21,2024,Jun,6,2024-06,CUST0350,Priya Kumar,North,Jaipur,Clothing,Formal Shirt,Formal Shirt,1,1477.42,0.0,1477.42,491.31,33.25459246524346,1477.42,Credit Card
ORD10110,2024-12-16,2024,Dec,12,2024-12,CUST0444,Pooja Das,East,Patna,Electronics,USB-C Charger,USB-C Charger,1,700.94,0.0,700.94,73.17,10.438839272976288,700.94,Debit Card
ORD11085,2024-11-03,2024,Nov,11,2024-11,CUST0376,Isha Iyer,South,Hyderabad,Clothing,Women's Kurti,Women's Kurti,1,4506.86,0.1,4056.17,712.63,17.569036800725808,4056.17,Net Banking
ORD11698,2024-10-04,2024,Oct,10,2024-10,CUST0059,Priya Patel,North,Delhi,Home & Kitchen,Non-Stick Pan,Non-Stick Pan,1,2707.34,0.15,2301.24,383.98,16.685786793207143,2301.24,Cash on Delivery
ORD11509,2024-05-31,2024,May,5,2024-05,CUST0283,Sai Kapoor,East,Patna,Clothing,Women's Kurti,Women's Kurti,1,4506.86,0.05,4281.52,937.98,21.907640277284703,4281.52,UPI
ORD10528,2024-12-12,2024,Dec,12,2024-12,CUST0393,Isha Joshi,North,Chandigarh,Clothing,Running Shoes,Running Shoes,1,910.04,0.1,819.04,255.79,31.230464934557535,819.04,UPI
ORD10603,2024-10-03,2024,Oct,10,2024-10,CUST0372,Vihaan Kapoor,South,Chennai,Furniture,Study Table,Study Table,2,4991.64,0.05,9484.12,1733.77,18.28076827370383,9484.12,Net Banking
ORD11497,2024-10-25,2024,Oct,10,2024-10,CUST0339,Sneha Singh,East,Bhubaneswar,Stationery,Sticky Notes,Sticky Notes,2,2834.66,0.15,4818.92,2189.78,45.44130220049306,4818.92,Credit Card
ORD10312,2024-06-05,2024,Jun,6,2024-06,CUST0262,Pooja Singh,North,Delhi,Clothing,Winter Jacket,Winter Jacket,1,2896.9,0.0,2896.9,1311.23,45.263212399461494,2896.9,Credit Card
ORD10716,2024-02-19,2024,Feb,2,2024-02,CUST0305,Myra Mehta,North,Delhi,Home & Kitchen,LED Table Lamp,LED Table Lamp,1,2416.75,0.05,2295.91,913.33,39.78074053425439,2295.91,UPI
ORD10653,2024-09-24,2024,Sep,9,2024-09,CUST0149,Sneha Verma,North,Chandigarh,Electronics,Noise Cancelling Headphones,Noise Cancelling Headphones,1,899.46,0.3,629.62,-90.91,-14.438867888567708,629.62,Credit Card
ORD10020,2024-09-14,2024,Sep,9,2024-09,CUST0429,Aditya Rao,West,Ahmedabad,Home & Kitchen,Mixer Grinder,Mixer Grinder,1,4246.55,0.05,4034.22,1579.32,39.14808810625102,4034.22,Cash on Delivery
ORD11667,2025-02-01,2025,Feb,2,2025-02,CUST0164,Rohan Kumar,North,Jaipur,Home & Kitchen,Air Fryer,Air Fryer,1,1319.46,0.0,1319.46,657.3,49.81583375017052,1319.46,Credit Card
ORD10358,2024-11-15,2024,Nov,11,2024-11,CUST0430,Ananya Rao,North,Jaipur,Electronics,Webcam HD,Webcam HD,4,2743.97,0.1,9878.29,1526.71,15.455205303751965,9878.29,Credit Card
ORD10361,2024-12-18,2024,Dec,12,2024-12,CUST0242,Ravi Gupta,West,Ahmedabad,Electronics,Portable SSD 1TB,Portable SSD 1TB,1,3916.61,0.1,3524.95,124.95,3.544731130938028,3524.95,Cash on Delivery
ORD11819,2024-10-01,2024,Oct,10,2024-10,CUST0178,Priya Kapoor,East,Bhubaneswar,Home & Kitchen,Mixer Grinder,Mixer Grinder,1,4246.55,0.1,3821.9,1367.0,35.76755017138073,3821.9,UPI
ORD11040,2024-10-12,2024,Oct,10,2024-10,CUST0128,Arun Verma,East,Kolkata,Electronics,Bluetooth Speaker,Bluetooth Speaker,2,5172.8,0.05,9828.32,1080.84,10.99719992837026,9828.32,Debit Card
ORD11692,2024-10-19,2024,Oct,10,2024-10,CUST0071,Meera Gupta,South,Chennai,Furniture,Office Chair,Office Chair,4,3394.32,0.0,13577.28,4578.76,33.72369134318509,13577.28,Net Banking
ORD10393,2025-02-21,2025,Feb,2,2025-02,CUST0293,Vihaan Rao,East,Kolkata,Stationery,Gel Pen Set,Gel Pen Set,1,4275.22,0.0,4275.22,2111.34,49.385528697938355,4275.22,Net Banking
ORD10752,2024-03-25,2024,Mar,3,2024-03,CUST0284,Aadhya Rao,South,Bengaluru,Home & Kitchen,Mixer Grinder,Mixer Grinder,2,4246.55,0.0,8493.1,3583.31,42.19083726789982,8493.1,Net Banking
ORD10223,2024-03-31,2024,Mar,3,2024-03,CUST0113,Divya Nair,West,Mumbai,Furniture,Office Chair,Office Chair,2,3394.32,0.05,6449.21,1949.95,30.235486206837734,6449.21,Debit Card
ORD11034,2024-09-14,2024,Sep,9,2024-09,CUST0288,Aditya Nair,North,Jaipur,Home & Kitchen,Storage Containers Set,Storage Containers Set,1,4142.6,0.1,3728.34,1512.31,40.56255599006528,3728.34,UPI
ORD11035,2024-11-20,2024,Nov,11,2024-11,CUST0318,Kavya Singh,East,Kolkata,Clothing,Denim Jeans,Denim Jeans,1,2056.08,0.05,1953.28,734.82,37.61979849279162,1953.28,Credit Card
ORD10667,2024-05-24,2024,May,5,2024-05,CUST0277,Priya Verma,South,Hyderabad,Electronics,Portable SSD 1TB,Portable SSD 1TB,1,3916.61,0.0,3916.61,516.61,13.190233390610759,3916.61,Debit Card
ORD11030,2024-06-27,2024,Jun,6,2024-06,CUST0262,Pooja Singh,South,Bengaluru,Electronics,Portable SSD 1TB,Portable SSD 1TB,1,3916.61,0.05,3720.78,320.78,8.621310585414884,3720.78,UPI
ORD10398,2024-11-10,2024,Nov,11,2024-11,CUST0221,Kavya Sharma,North,Chandigarh,Stationery,Gel Pen Set,Gel Pen Set,2,4275.22,0.0,8550.44,4222.67,49.38541174489266,8550.44,Debit Card
ORD11577,2024-08-01,2024,Aug,8,2024-08,CUST0217,Sanjay Reddy,North,Jaipur,Home & Kitchen,Mixer Grinder,Mixer Grinder,1,4246.55,0.0,4246.55,1791.65,42.190719525261684,4246.55,Cash on Delivery
ORD10314,2024-07-30,2024,Jul,7,2024-07,CUST0473,Ravi Patel,West,Ahmedabad,Electronics,Webcam HD,Webcam HD,1,2743.97,0.0,2469.57,381.68,15.455322181594367,2469.57,UPI
ORD10288,2024-11-21,2024,Nov,11,2024-11,CUST0076,Unknown Customer,North,Delhi,Home & Kitchen,Mixer Grinder,Mixer Grinder,1,4246.55,0.0,4246.55,1791.65,42.190719525261684,4246.55,Net Banking
ORD11544,2025-03-09,2025,Mar,3,2025-03,CUST0384,Vivaan Iyer,West,Ahmedabad,Electronics,Smart Watch,Smart Watch,1,2319.17,0.05,2203.21,146.53,6.650750495867394,2203.21,Net Banking
ORD11042,2025-02-22,2025,Feb,2,2025-02,CUST0429,Aditya Rao,West,Mumbai,Electronics,Wireless Mouse,Wireless Mouse,2,4677.64,0.05,8887.52,1412.67,15.894985327740471,8887.52,Credit Card
ORD12105,2024-05-23,2024,May,5,2024-05,CUST0320,Vihaan Joshi,West,Ahmedabad,Stationery,Notebook Pack,Notebook Pack,1,4753.51,0.05,4515.83,2220.03,49.161062307482794,4515.83,Debit Card
ORD10439,2024-03-17,2024,Mar,3,2024-03,CUST0306,Unknown Customer,West,Pune,Electronics,Bluetooth Speaker,Bluetooth Speaker,1,5172.8,0.1,4655.52,281.78,6.0525999243908295,4655.52,UPI
ORD10985,2024-01-17,2024,Jan,1,2024-01,CUST0298,Divya Kapoor,South,Hyderabad,Stationery,Notebook Pack,Notebook Pack,2,4753.51,0.05,9031.67,4440.06,49.16100787561991,9031.67,UPI
